cluster,barcode,abo_url,system_id,year,marker,work_title,main_title
36,Z256482103,http://data.onb.ac.at/ABO/+Z256482103,AC14470363,1626,TravelogueD17 Orient; TravelogueD17 Afrika Europa Asien,"Samuel Brun, des Wundartzet und Burgers  zu Basel, Schiffarten, Welche er in etliche newe Länder und Insuln, zu fünff underschiedlichen malen, mit Gottes hüllf gethan;;Fünff Schiffarthen Samuel Brauns Burgers und WundArzt zu Basel/ so er vor kurzen Jahren in unterschiedliche fremde Königreich und Landschafften glücklich gethan; 1624",<<Die>> Neunzehende Schiffarth/ Jnhaltendt/ Fünff Schiffarthen Samuel Brauns Burgers vnd WundArtzt zu Basel/ so er vor kurtzen Jahren in vnterschiedliche frembde Königreich vnd Landschafften glücklich gethan/; Nemlich/ Jn Africam vnd dessen Provincien Congo/ Bansa Loanga/ Angola/ Guinea/ Morenland/ Bennin/ Amboisa/ vnd zu dem festen Castell Nassaw in More. Jtem gen Alexandriam in Syrien/ in Portugall/ Hispanien/ Jtalien/ wie auch vnterschiedliche Jnsulen/ Als da seynd die Canarien/ Medera/ Cales Males/ Malta/ Candia/ Cypern/ Sicilien/ Sardegna/ Corfu/ vnd andere mehr/ biß zu seiner Widerkunfft in Hollandt
36,Z168351300,http://data.onb.ac.at/ABO/+Z168351300,AC13776361,1660,TravelogueD17 Europa Arktis,"Waerachtighe beschryvinghe van drie seylagien, ter werelt noyt soo vreemt ghehoort; (DE-588)7758978-7","Dritter Theil/ Warhafftiger Relation Der dreyen newen vnerhörten/ seltzame Schifffahrt/ so die Holländische vnd Seeländische Schiff gegen Mitternacht, drey Jahr nacheinander/ als Anno 1594. 1595. vnd 1596 verricht. Wie sie Nordvvegen, Lappiam, Biarmiam, vnd Russiam oder Moscoviam (vorhabens in Königreich Cathay vnd China zu kommen) vmbgesegelt haben; Auch wie sie das Fretum Nassoviæ, Waygats, Novam Semblam, vnd das Land unter dem 80. Gradu latitud. so man vermeint das Gronland sey/ gefunden: Vnd was für Gefahr der erschrecklichen Bärn/ Meerwunder/ vnd dem Eyß sie außgestanden; Auß der Niderländischen Sprach ins Hochteutsch gebracht/ Durch Levinvm Hvlsivm"
36,Z16835460X,http://data.onb.ac.at/ABO/+Z16835460X,AC09974256,1606,TravelogueD17 Afrika,"Beschrijvinghe ende historische verhael van het Gout Koninckrijck van Gunea anders de Gout-custe de Mina genaemt, liggende in het deel van Africa; (DE-588)1029740186","Siebende Schiffahrt Jn das Goldreiche Königreich Guineam, in Africa gelegen/ so sonsten das Goldgestadt von Mina genan[n]t wird/ welches von den Portugalesern vngefähr vor 200. Jahren erfunden/; von den Holländern jnnerhalb 18. Jahren hero bekannt gemacht vnd frequentirt/ jetzt aber von jhnen erst recht erkündigt/ vnd in Niderländischer Sprach beschrieben/ da sie mit zweyen Schiffen auß demselben Lande Anno 1602. widerumb in Hollandt ankommen; An den Tag geben/ durch Levinvm Hvlsivm"
36,Z168351701,http://data.onb.ac.at/ABO/+Z168351701,AC13779656,1624,TravelogueD17 Afrika,"Beschrijvinghe ende historische verhael van het Gout Koninckrijck van Gunea anders de Gout-custe de Mina genaemt, liggende in het deel van Africa; (DE-588)1029740186","Siebende Schiffahrt Jn das Goldreiche Königreich Guineam, in Africa gelegen/ so sonsten das Goldgestadt von Mina genan[n]t wird/ welches von den Portugalesern vngefähr vor 200. Jahren erfunden/; von den Holländern jnnerhalb 18. Jahren hero bekannt gemacht vnnd frequentirt/ jetzt aber von jhnen erst recht erkündigt/ vnnd in Niderländischer Sprach beschrieben/ da sie mit zweyen Schiffen auß demselben Lande Anno 1602. widervmb in Hollandt ankommen; An den Tag geben/ durch Levinvm Hvlsivm"
36,Z168354507,http://data.onb.ac.at/ABO/+Z168354507,AC09974250,1603,TravelogueD17 Europa Afrika Südamerika Nordamerika Asien Ozeanien,"Kurtze, Warhafftige Relation und beschreibung der Wunderbarsten vier Schiffarten, so jemals verricht worden","Sechste Theil/ Kurtze/ Warhafftige Relation vnd beschreibung der Wunderbarsten vier Schiffarten/ so jemals verricht worden. Als nemlich: Ferdinandi Magellani Portugalesers/ mit Sebastiano de Cano. Francisci Draconis Engeländers. Thomæ Candisch Engeländers. Oliuarij von Noort, Niderländers. So alle vier vmb den gantzen Erdtkreiß gesegelt; auß vnterschiedenen authoribus vnd sprachen zusamen getragen/ vnd mit nötigen Landt Charten/ feinen Figurn vnd nützlichen erklerungen geziert/ vnd verfertiget. Durch/ Levinum Hulsium"
37,Z185157600,http://data.onb.ac.at/ABO/+Z185157600,AC11092742,1618,TravelogueD17 Nordamerika,,"Zehender Theil Americæ Darinnen zubefinden: Erstlich/ zwo Schiffarten Herrn Americi Vesputii vnter König Ferdinando in Castilien vollbracht; Zum andern: Ein gründlicher Bericht von dem jetzigen Zustand der Landschafft Virginien, wie nemlich der Friede mit den Jndianern/ vollzogen/ vnd von den Englischen zum Schutz deß Lands allda ettliche Stätt vnd Vestung erbawet worden. Beneben einer Heyrath deß Königs Powhatans in Virginien Tochter/ mit einem vornemmen Englischen/ durch Raphe Homar einen Secretarien in Virginien beschrieben/ in hochteutsch vbersetzt. Zum dritten: Ein warhafftige Beschreibung deß newen Engellands/ einer Landschafft in Nord-Jndien/ eines Theils in America, von Capitein Johann Schmiden/ Rittern vnd Admiraln beschrieben/ neben einem Discurs, wie er auff der andern Reyse von den Frantzosen gefangen/ vnd widerumb Anno 1616. erlediget worden. Alles mit schönen Kupfferstücken gezieret/ vnd in Truck gegeben/ in Vorlegung Johan=Theodor de Bry/ Kunst= vnd Buchhändlers"
37,Z185144800,http://data.onb.ac.at/ABO/+Z185144800,AC11093749,1613,TravelogueD17 Asien,"Kurtzer Verfolg und Continuirung der Reise, so von den Holl- und Seeländern in die OstIndien mit neun grossen und vier kleinen Schiffen vom 1607. biß in das 1612. Jahr, unter der Admiralschafft Peter Wilhelm Verhuffen verrichtet worden",Continvatio Oder Ergäntzung deß neundten Theils der Orientalischen Jndien/ Das ist/ Kurtze Continuirung/ Verfolg vnd Ergäntzung der vorigen Reyse/ so von den Holl= vnd Seeländern mit neun grossen vnd vier kleinen Schiffen vnter der Admiralschafft Peter Willhelm Verheiffen/ in die Orientalische Jndien von 1607. biß in das 1612. Jahr verricht worden.; Darinn kürtzlich vermeldet wirdt/ was jnen ferner zu Lande vnd zu Wasser widerfahren vnd zu handen gangen; Auß Kurtzer Verzeichnuß Johann Verkens in Hochteutscher Sprach beschrieben Durch M. Gothardt Arthußen von Dantzig. Mit schönen Kupfferstücken gezieret Durch Johann=Theodor de Bry
37,Z205002705,http://data.onb.ac.at/ABO/+Z205002705,AC08141413,1669,TravelogueD17 Asien,<<Eine>> kurtze Ost-Indianische Reiß-Beschreibung,<<Eine>> kurtze Ost=Jndianische Reiß=Beschreibung/; Darinnen Vieler Ost=Jdianischen Jnsulen und Landtschafften Gelegenheit/ der Einwohneren Sitten vnd Gottes=Dienst/ allerley Früchten vnd wilden Thieren beschaffenheit/ sampt etlichen nachdencklichen Belägerungen vnd Schlachten/ zwischen der Holländischen Ost=Jndianischen Comagney einer seits/ vnd etlicher Ost=Jndianischen Königen vnd Portugesischen Kriegs=Völckeren ander seits/ beschehen/ sonderlich der Chinesischen Belägerung vnd Eroberung der Jnsul Formosa/ angemerckt vnd in etlichen Kupfferstucken verzeichnet zu finden; Beschrieben vnd in einer Neun=Jährigen Reiß verrichtet/ Von Albrecht Herport/ Burgern der Statt Bern/ vnd der Mahlerey=Kunst Lieb=haberen. Cum Gratiâ & Privilegio Magistratûs Bernensis
37,Z185144708,http://data.onb.ac.at/ABO/+Z185144708,AC11095660,1613,TravelogueD17 Asien Ozeanien,"Descriptio ac delineatio geographica detectonis freti; sive Transitus ad occasum, supra terras Americanas, in Chinam atque Japonem ducturi, recens investigati ab M. Henrico Hudsono Ango","Zehender Theil der Orientalischen Jndien begreiffendt Eine kurtze Beschreibung der neuwen Schiffart gegen NordtOsten/ vber die Amerische Jnseln in Chinam vnd Iapponiam, von einem Engelländer Henrich Hudson newlich erfunden/ beneben kurtzer Andeutung der Jnseln vnd Oerter/ so auff derselben Reyse von den Holländern hiebevor entdeckt worden/ auß Johann Hegen von Lintschotten Reise gezogen; Jtem Ein Discurs an Jhr Kön. Maj. in Spanien/ wegen deß fünfften Theils der Welt/ Terra Australis incognita genannt/ von einem Capitein Petro Ferdinandes de Quir, &c. vbergeben. Beneben Einer Delineation vnnd Beschreibung der Länder der Samojeden vnd Tingoesen/ in der Tartarey gegen Morgen der Enge oder Vberfahrt bey Weygats gelegen/ so newlich von den Moßcowitern entdecket vnd eingenommen; Alles dem gemeinen Vatterlandt zum besten in Hochteutscher Sprach beschrieben Durch M. Gothardum Arthusen von Dantzick. Mit etlichen Landttaffeln vnd Kupfferstücken geziehret durch Johann=Theodor de Bry"
37,Z18514440X,http://data.onb.ac.at/ABO/+Z18514440X,AC11093658,1606,TravelogueD17 Asien,"Journael van de tweede reys, gedaen by den heer Jacob van Neck naar Oost-Indien, met ses scheepen in den jare 1600","Achter Theil der Orientalischen Jndien/ begreiffend erstlich Ein Historische Beschreibung der Schiffart/ so der Admiral Jacob von Neck auß Hollandt in die Orientalische Jndien von Ann. 1600. biß An. 1603 gethan; Darnach Ein Historia/ so von Johan Herman von Bree, Obersten Handelsmann auff dem Schiff der Holländische Zaun genannt/ in gleichmessiger Reyse von An. 1602. biß 1604. auffgezeichnet worden; Alles auß Niderländischer Verzeichnus in Hochteutscher Sprache beschrieben/ Durch M. Gotthardt Artus von Dantzig. Auch mit schönen Kupfferstücken gezieret vnd an Tag geben durch Johan Theodor. vnd Johan Jsrael de Bry Gebrüder"
37,Z185157806,http://data.onb.ac.at/ABO/+Z185157806,AC11092938,1630,TravelogueD17 Nordamerika,,"Vierzehender Theil Americanischer Historien/ Jnhaltend/ Erstlich/ Warhafftige Beschreibung etlicher West=Jndianischer Landen in dem Theil Americæ gegen Mitternacht hinder Nova Hispania gelegen/; Alß New Mexico, Cibola, Cinaloa, Quiuira, vnd anderer/ deren bißher in vnserm West=Jndianischen Werck theils gar nicht/ theils sehr wenig gedacht worden/ sampt Denckwürdigen Geschichten vnd Wunderwercken der Natur in Jucatan, Guatimala, Fonduras, vnd Panama, Wie auch vom Zustandt etlicher Englischen Colonien, wie sich die in lauffendem 1630. Jahr befinden. Zum Andern/ Eine Schiffart der Holländer vnder dem Admiral Jacob Eremiten vmb die gantze Welt/ vnd was jhm auff dieser sehr langen vnd gefährlichen Reyse begegnet/ alles in Form eines Jurnals oder Tagregisters fleissig verzeichnet. Zum Dritten/ Historische Erzehlung/ welcher gestalt die sehr reiche Spanische Silberflotta durch Peter Hein/ General der Holländischen Armada in dem Hafen Matanza der Jnsul Cuba im September deß 1628. ertapt vnd  heim gebracht worden. Zum Vierdten/ Was massen die Statt Olinda de Fernambucco in Brasilien/ sampt dem Meerport vnd dabey ligenden Castellen/ durch die Holländer vnder dem General Heinrich Cornelis Lunck erobert worden/ im Monat Februario deß Jahrs 1630. Alles mit Zugehörigen Tafeln vnd Kupfferstücken gezieret/ Verlegt vnd an den Tag gegeben Durch Mattheum Merian/ Buchhändlern vnd Kunststechern zu Franckfurt am Mayn"
37,Z185144605,http://data.onb.ac.at/ABO/+Z185144605,AC11095721,1618,TravelogueD17 Arktis Asien,,"Eilffter Theil Der Orientalischen Jndien/ Darinnen erstlich begriffen werden zwo Schiffahrten Herrn Americi Vesputii/ welche er auß Befehl Königs Emanuelis von Portugall Anno 1501. in OstJndien vorgenommen; Zum anderen/ ein warhafftiger vnd zuvor nie erhörter Bericht eines Englischen/ welcher/ nach dem er in einem Schiff/ die Auffahrt genandt/ in Cambaja dem eussersten Theil OstJndiens Schiffbruch gelidten/ zu Land durch viele vnbekandte Königreich vnd grosse Stätte gereiset/ vnd was jhme vberall begegnet vnd zuhanden gestossen. Zum dritten/ ein historische Beschreibung von Erfindung vnd Beschaffenheit der Landschafft Spitzberg/ etc. Jtem/ ein kurtze Erzehlung/ was alle andere Fischer Anno 1613. von den Englischen erlidten/ neben angehängter Protestation, wider der Engelländer angemaßten Erbgerichtigkeit/ vber gedachte Landschafft Spitzberg/ etc. Alles auffs trewliche von newem auß dem Latein/ Englischen vnd Frantzösischen in vnser hoch Teutsche Sprache gebracht. Sampt vielen schönen künstlichen Figuren in Kupffer gestochen vnd an Tag geben durch Johan= Theodor de Bry Bürgern vnd Buchhändlern zu Oppenheim"
37,Z185145105,http://data.onb.ac.at/ABO/+Z185145105,AC11095766,1628,TravelogueD17 Asien,,Der zwölffte Theil Der Orientalischen Jndien. Darinnen etliche newe/ gedenckwürdige Schifffarthen vnd Reysen/ so von vnderschiedlichen Völckern/ sonderlich den Portugesen/ Englischen/ vnd Holländern/ in OstJndien/ vnd deren anstossende Königreich/ vom Jahr 1610. biß vff 1627. verrichtet worden. Sonderlich aber Jn das Königreich Jndostan/ oder deß grossen Mogols/ das Königreich China/ Persien/ die Bandamischen Jnsuln/ vnd andere vmbligende Länder. Beneben Beschreibung der zwischen den Englischen/ vnd Holländern entstandenen Strittigkeiten/ vnd Scharmützeln/ in Jacatra/ vnd den Bandamischen Jnsuln. Deßgleichen Die Reyß vnd Schifffarth der Nassawischen Floth/ so vnter dem Admiral Jacob l'Eremit/ von den Holländern im Jahr 1623.1624. 1625. vnd 1626. vmb den gantzen Erdkreyß verrichtet worden. Sampt andern dergleichen denckwürdigen Reysen vnd Schifffahrten
37,Z185144502,http://data.onb.ac.at/ABO/+Z185144502,AC11093628,1605,TravelogueD17 Orient; TravelogueD17 Asien,"Historiael journael, van tghene ghepasseert is van weghen drie schepen","Siebender Theil der Orientalischen Jndien/ darinnen zwo vnterschiedliche Schiffarten begrieffen/; Erstlich Eine Dreyjährige Reyse Georgij von Spielbergen Admiral vber drey Schiffe/ welche An. 1601. auß Seelandt nach den Orientalischen Jndien abgefahren/ vnd nach viel widerwertigkeiten An. 1604. wider in Seelandt ankom[m]en/ darinnen seine gantze Reyse vnd was jme für Abentheuer auff derselben begegnet/ wie dann auch die mächtige Königreich Matecalo vnnd Candy, sampt ihren prächtigen Königen/ Sitten vnd Ceremonien/ verzeichnet vnd beschrieben. Zum andern ein Neunjärige Reyse eines Venetianischen Jubilirers/ Casparus Balby genannt/ sampt allem/ was jme auff derselben von 1579. biß in 1588. begegnet vnd widerfahren/ neben Anweisung aller Zöllen/ Gewichten/ Massen und Müntzen deren man sich von Alleppo auß biß ins Königreich Pegù zu gebrauchen/ wie denn auch deß Handels vnd Wandels Lebens Sitten/ Ceremonien vnnd Gebräuchen der Völcker vnnd Einwohner deß mächtigen Königreichs Pegù; Auß Niderländischer vnd Jtalianischer Spraach beschrieben/ Durch M. Gotthardt Arthus vnd andere der Historien Liebhaber. Alles mit zierlichen Kupfferstücken gezieret vnd an Tag gegeben/ durch Johann Theodor vnd Johann Jsrael de Bry Gebrüder"
37,Z185145002,http://data.onb.ac.at/ABO/+Z185145002,AC11095780,1618,TravelogueD17 Arktis Nordamerika,,Der dreyzehende Theil Der Orientalischen Jndien/ Darinnen beneben etlichen newen/ gedenckwürdigen Schiffarthen vnd Reysen/ so von vnderschiedlichen Völckern/ sonderlich den Portugesen/ Englischen vnd Holländern/ in OstJndien/ vnd dem anstossende Königreich/ vom 1615. biß 1628. verrichtet worden; Auch insonderheit andere biß anhero vnbekandte Königreich vnnd Länder/ sonderlich das Königreich Jndostan/ oder deß Grossen Mogols/ Königreich China/ Persien/ wie auch Moscaw/ Reussen/ Groenlandt/ Tartarey/ Algier/ vnd andere angräntzenden Provintzen/ von newen beschrieben/ vnd mit erst erfundenen Landtaffeln vor Augen gestellet worden. Alles mit sonderbaren schönen Kupfferstücken gezieret
37,Z105516004,http://data.onb.ac.at/ABO/+Z105516004,AC09705487,1613,TravelogueD17 Europa,,Beschreibung Der Reiß: Empfahung deß Ritterlichen Ordens: Vollbringung des Heyraths: und glücklicher Heimführung: Wie auch der ansehnlichen Einführung: gehaltener Ritterspiel und Frewdenfests: Des Durchleuchtigsten/ Hochgebornen Fürsten vnd Herrn/ Herrn Friederichen deß Fünften/ Pfaltzgraven bey Rhein/ deß Heiligen Römischen Reichs Ertztruchsessen vnd Churfürsten/ Hertzogen in Bayern/ etc. Mit der auch Durchleuchtigsten/ Hochgebornen Fürstin/ vnd Königlichen Princessin/ Elisabetheñ/ deß Großmechtigsten Herrn Iacobi deß Ersten Königs in GroßBritannien Einigen Tochter. Mit schönen Kupfferstücken gezieret
37,Z185144307,http://data.onb.ac.at/ABO/+Z185144307,AC11093681,1606,TravelogueD17 Asien,,"Appendix. oder Ergäntzung deß achten Theils Der Orientalischen Jndien/ Begreiffend drey Schiffarten/; Eine/  von Cornelio Niclas/ vnter der Admiralschafft Iacobi von Neck/ in vier Jahren/ Die ander/ von Cornelio von der Ven/ in zweyen Jahren/ Die dritte/ vnter der Admiralschafft Stephani von der Hagen/ in dreyen Jahren verrichtet. Jn welchen etliche Victorien wieder die Portugesische Kracken oder Schiffe/ sonderlich aber die jüngste Eroberung vnd Einnemmung der Portugesischen Festungen Annabon vnd Tidor, kürtzlich vermeldet werden.; Alles auß Niderländischer Verzeichnus in Hochteutscher Sprach beschrieben/ Durch M. Gothart Arthus von Dantzick. Mit schönen Kupfferstücken gezieret vnd an Tag geben/ Durch Johann Theodor vnd Johann Jsrael de Bry Gebrüder"
37,Z185157508,http://data.onb.ac.at/ABO/+Z185157508,AC11092815,1619,TravelogueD17 Südamerika Asien Afrika Ozeanien,"Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618",Historische Beschreibung/ Der wunderbarlichen Reyse/ welche von einem Holländer/ Willhelm Schouten genandt/ neulicher Zeit ist verrichtet worden:; Darinnen angezeigt wird/ Durch was Mittel vnd Weise/ er gegen Mittag/ der Magellanischen Strassen/ einen newen vnd bißhero vnbekandten Weg in die Sud=See eröffnet habe: Auch Was für Länder/ Jnsuln/ Völcker/ vnd wunderbarlicher Sachen/ jhme in gemelter Sud=See auffgestossen seyen/ Alles von newem mit herrlichen Landtafeln/ vnd schönen Kupfferstücken gezieret/ vnd ans Tage Liecht gegeben/ Durch vnd in Verlegung Johann=Dieterich von Bry
37,Z185144009,http://data.onb.ac.at/ABO/+Z185144009,AC11093577,1603,TravelogueD17 Afrika,"Beschrijvinghe ende historische verhael van het Gout Koninckrijck van Gunea anders de Gout-custe de Mina genaemt, liggende in het deel van Africa; (DE-588)1029740186","Sechster Theil Der Orientalischen Jndien/ Warhafftige historische Beschreibung deß gewaltigen Goltreichen Königreichs Guinea, sonst das Goltgestatt von Mina genandt/ so in Africa gelegen/; sampt derselben gantzen Beschaffenheit/ auch Religion vnnd Opinion/ Sitten vnd Sprachen/ Handel vnd Wandel der Eynwohner daselbst/ beneben einer kurtzen Erzehlung/ was die Schiffe/ so dahin fahren wollen/ für einen Lauff durch die Canarische Jnseln/ biß an das Cabo de Trespunctas, da das Goltgestatt sich anfänget/ halten müssen; Auß niederländischer Verzeichnuß in Hochteutscher Sprache beschrieben durch M. Gotthardt Arthus von Dantzig. Alles dem Liebhaber solcher frembden Historien zu besonderm gefallen mit schönen Kupfferstücken gezieret/ vnd an Tag geben/ Durch Johann Theodor vnd Johann Jsrael von Bry/ Gebrüder"
37,Z185157405,http://data.onb.ac.at/ABO/+Z185157405,AC11092838,1620,TravelogueD17 Südamerika Nordamerika Asien,Oost ende West-Indische spiegel; 1619; http://viaf.org/viaf/183879404,"Appendix Deß eilfften Theils Americæ, Das ist: Warhafftige Beschreibung der wunderbahren Schifffahrt/ so Georgius von Spielbergen/ als von der Niderländischen Jndianischen Societet bestellter Oberster vber sechs Schiffe/ durch die Magellanische Strasse/ vnd in der SuderSee/ vom Jahr 1614. biß in das 1618. Jahr verrichtet; Jn welcher die newe Schifffahrt durch die SuderSee/ auch viel vnbekante Landschafften/ Jnseln vnd Völcker/ neben allem was jhm auff derselben Reyse fürkommen vnd zu handen gangen/ auß vberschicktem Tagregister/ fleissig verzeichnet mit vielen frembden Figuren/ so vormals nie gesehen/ gezieret vnd beschrieben. Durch M. Gotthard Arthus von Dantzig"
37,Z185143807,http://data.onb.ac.at/ABO/+Z185143807,AC11093192,1625,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,"Samuel Brun, des Wundartzet und Burgers  zu Basel, Schiffarten, Welche er in etliche newe Länder und Insuln, zu fünff underschiedlichen malen, mit Gottes hüllf gethan; 1624",Anhang der Beschreibung deß Königreichs Congo; Jnnhaltend/ Fünff Schiffarten Samuel Brauns Burgers vnd Wundartzt zu Basel/ so er kurtz verwichener Jahren in vnderschiedliche weit entlegene frembde Königreich vnd Landschafften glücklich gethan/  Nemlich Jn Africam vnd dessen Provincien Congo/ Bansa Loanga/ Angola/ Guinea/ Morenland/ Bennin/ Amboisa/ vnd zu dem Festen Castell Nassaw in More. Jtem gen Alexandriam in Syrien/ in Portugal/ Hispanien/ Jtalien/ wie auch vnderschiedliche Jnsuln/ Als da sind die Canarien/ Medera/ Cales Males/ Malta/ Candia/ Cypern/ Sicilien/ Sardegna/ Corfu/ vnd ander mehr/ biß zu seiner wider Ankunfft in Holland. Alles von jhme selbsten nach ingenommenen gegenwertigen Augenschein vnd gnugsamer Erfahrung trewlich vnd warhafftig beschrieben/ vnd mit zugehörigen Kupfferstücken gezieret/ durch fleiß/ mühe vnd kosten Johann Theodors de Bry Seeligen gemeinen Erben
38,Z177173803,http://data.onb.ac.at/ABO/+Z177173803,AC09729557,1633,TravelogueD17 Asien,"Relatione della nuova missione delli PP. della Compagnia di Giesù, al Regno della Cocincina","Relation. Von dem newen Königreich. Cocincina Deß Ehrwürdigen Patris Christophori Borri, der Societet Jesu. Auß dem Welsch- vnd Lateinischen verteutscht . Zu Ehren vnd newen Jahr Aller der Hochlöblichen Brüderschafft vnser Lieben Frawen Himmelfahrt/ in dem Profess Hauß der Societet Jesu zugethanen Frawen vnd Fräwlein"
38,Z176514702,http://data.onb.ac.at/ABO/+Z176514702,AC09909747,1622,TravelogueD17 Südamerika,Naufragio y peregrinacion de Pedro Gobeo de Vitoria; 1610,"Wunderbarliche vnd seltzame Raiß Deß Jungen vnd Edlen Herrn Petri de Victoria Auß Hispanien in das Königreich Peru; Von jhme selbst beschriben, vnnd von den Patribus der Societet Iesu deren Orthen in Europam geschickt. An jetzo auß dem Lateinischen Exemplar in die Teutsche Sprach versetzt"
38,Z170807604,http://data.onb.ac.at/ABO/+Z170807604,AC10472183,1619,TravelogueD17 Asien Nordamerika,,"Newe vnd warhaffte relation, von deme was sich in beederley/ Das ist/ Jn den West= vnd Ost=Jndien/ von der zeit an zugetragen/ daß sich die Nauigationes der Holl= vnnd Engelländischen compagnien daselbsthin angefangen abzuschneiden; Dabey die Vrsachen entdeckt/ warumb solche Nauigationes sich nicht mehr also heuffig continuiern, wie es die general Ost Jndianischegesellschafft vor sich gehabt. Sambt einer newen description deß Erdtbodens/ in welchem die rechte beschaffenheit der Septentrionalischen Landt/ so wol gegen Auff= als gegen Nidergang der Son[n]en/ jetzt erst recht an tag gebracht/ hingegen der falsche wohn/ den man bißhero dem freto Anian, vnd von einem newen Septentrionalischen weg naher den Jndien gehabt/ menniglich benommen wirdt. Alles auß gewissen Castiglianischen vnnd Portugesischen relationen colligiert, vnd mit einer introduction in die beygefügte newe description deß Erdbodens/; Durch Elivd Nicolai an tag geben"
38,Z166652709,http://data.onb.ac.at/ABO/+Z166652709,AC08188792,1661,TravelogueD17 Asien Europa; TravelogueD17 Orient,,"Blumen=Buch/ Deß Heiligen Lands Palestinæ,; So in drey Bücher abgetheilt; Durch Patrem Fr. Electvm Zwinner, deß H. Ordens S. Francisci  der strengeren Observ: der Böhmischen Provintz  Alumnum. General Prediger/ Dissinitorem, vnd gewesten Commissarij deß H. Lands/ in Druck gegeben"
38,Z177010100,http://data.onb.ac.at/ABO/+Z177010100,AC09654886,1618,TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,Reiß In das Gelobte Land; 1618,Reiß Jn das Gelobte Land: Von Wien auß Oesterreich/ durch Vngariam/ Serviam/ Bulgariam vnd Thraciam auff Constantinopel:; Ferner Durch Natoliam/ Cappadociam/ Ciliciam/ Syriam vnd Judæam/ auff Jerusalem: Von dannen Durch die Wüste vnd Aegypten gehn Alexandriam/ folgends vber dz Mitlendische Meer in Siciliam/ vnd durch Jtaliam auff Zürich in die Eydgnoschafft: Jn dreyen Theylen/ sampt deren Landen vnd Stetten gelegenheiten/ Einwohneren/ Policeyen/ Sitten vnd Gebreuchen: auch anderen vorgefallnen denckwürdigen sachen/; kurtz/ doch eigentlich beschriben Durch Johann Jacob Amman/ Burger vnd bestellten Wundartzt zu Zürich
38,Z95575606,http://data.onb.ac.at/ABO/+Z95575606,AC08023877,1602,TravelogueD17 Europa,,Venediger Herrligkeit vnd Regiment. Das ist: Warhaffte/ eygentliche vn[d] außführliche Beschreibung/ der in aller Welt hochberühmbten Statt Venedig/; sampt derselben/ so wol jnner als eusserlichen Herrligkeiten/ schönen Gebäuwen/ Kirchen vnd Klöstern/ Stätten/ Vestungen/ Herrschafften zu Landt vnd Wasser/ auch Reichthumb vnd Eynkommen. Neben angehencktem Tractat/ darinn gründtlich vnnd deutlich erkläret wirdt/ was gestalt vnd massen die Venediger/ ihr Landt vnd Leut/ nunmehr in die 1200. Jahr her regiert: mit welcher ihrer langen Perpetuierung/ vnd sehr fürtrefflichen/ ja gar wunderbarlichen hierin[n] erzehlter Fürsichtigkeit: sie auch die alten Griechen vnd Römer weyt vbertreffen. Alles auß Jtalianischer/ in vnser Teutsche Sprach/ von einem Liebhaber der Historien/ mit Fleiß vbersetzt/ vnd in Truck gegeben; Durch Hieronymum Megiser
38,Z200807900,http://data.onb.ac.at/ABO/+Z200807900,AC09912310,1609,TravelogueD17 Europa,,Newe vnd volkom[m]ne Jtalianische/ Frantzösische/ vnd Englische Schatzkamer:; Das ist: Wahrhaffte vnd eigendtliche Beschreibung aller Stätten in Jtalia/ Sicilia/ Sardinia/ Corsica/ Franckreich/ Engelland/ vnd darumb ligenden Provintzen: wie auch der denckwürdigsten Sachen/ so sich daselbsten jemahln zugetragen: Neben summarischen Historien aller Keisern/ Bäpsten/ Königen/ Hertzogen/ vnd Regimenten: auch grundkritischer Erklärung der Antiquiteten/ vnd sonsten wunderbaren Sachen. Sampt einem Discurs vom Meer/ desselben Beschaffenheit vnd Schiffahrten. So wohl auß selbs eigner Erfahrung/ alß auß den besten latinischen/ Jtalianischen vnnd Frantzößischen Authoren/ jedermenniglich zu Dienst vnd Belustigung/ mit trewen zusamen getragen; durch Joh: Jacob Graffern/ Com. Palatinum
38,Z158486503,http://data.onb.ac.at/ABO/+Z158486503,AC10111491,1605,TravelogueD17 Europa,,"Delitiæ Neapolitanæ, Das ist: Außführliche Beschreibung/ Des mechtigen/ vn[d] inn Europa hoch vnnd weitberühmbten Königreichs/ Auch der darinnen gelegenen Königlichen Hauptstadt Neapolis/; Sam[m]t Verzeichnüß aller derselben Herrligkeiten/ Landschafften/ Städten/ führnemen Gebeuden/ Antiquiteten/ vnd andern gedenckwürdigen sachen/ Alles zum theil auß eigener erfahrung/ zum theil aber auß glaubwirdigen Scribenten/ Geographis vnd Historicis, mit sonderm fleiß/ zusammen gezogen/ auch den Reysenden vnd Liebhabern der Historien zu gutem vnd gefallen/ in Druck verfertiget/; Durch Hieronymum Megiser. Mit schönen Kupfferstücken geziert/ Darinn die fürnembste Stedt/ Landschafften/ vnd andere memorabilia gantz artlich für Augen gestellt/ vnd mit Buchstaben verzeichnet vn[d] außgelegt werden"
