Spalte1,Systemnummer,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Druckort normiert ; GND-ID,Verlagsort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr normiert,Kollation,Illustrationen,Format,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Spalte2,Inhalt,Enthaltenen Werke,Schlagworte,Marker,Signatur,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Kollation2,4,Barcode,Spalte3,Spalte4,Spalte5
212,AC09628947,990037761770603338,http://data.onb.ac.at/ABO/%2BZ159573705,"Della Valle, Pietro; (DE-588)118679384",Viaggi; (DE-588)1037094794,,"<<Petri Della Valle, Eines vornehmen Römischen Patritii>> Reiß-Beschreibung in unterschiedliche Theile der Welt/; Nemlich Jn Türckey/ Egypten/ Palestina/ Persien/ Ost=Jndien/ und andere weit entlegene Landschafften. Samt Einer außführlichen Erzehlung aller Denck= und Merckwürdigster Sachen/ so darinnen zu finden und anzutreffen; Nebenst den Sitten/ und Gebräuchen dieser Nationen und anderen Dingen/ dergleichen zuvor niemals von anderen angemercket und beschrieben worden; Erstlich von dem Authore selbst/ der diese Reisen gethan/ in Jtalianischer Sprach beschrieben/ und in vier= und fünfftzig Send=Schreiben in vier Theile verfasset: Nachgehends auß dieser in die Frantzösische und Holländische ; Anjetzo aber auß dem Original in die Hoch=Teutsche Sprach übersetzet/ mit schönen Kupfferen geziert/ und vieren wohlanständigen Registeren versehen",1. Theil; [Reiß-Beschreibung in Türckey],,Getruckt zu Genff,Genf; (DE-588)4020137-5,Genf; (DE-588)4020137-5,Jn Verlegegung Johann=Herman Widerholds,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,1674,"18 ungezählte Seiten, 218 Seiten, 12 ungezählte Seiten, 10 ungezählte Blätter Bildtafeln","2 Porträts, 6 Illustrationen",2°,ger,ita,Aus dem Italienischen übersetzt,VD17 39:135562X,,,,"Bonini, Filippo Maria; (DE-588)104242493",,"Thurneysen, Johann Jakob; (DE-588)134106997","Widerhold, Johann Hermann; (DE-588)12441995X",,Reisebericht,,Petri Della Valle Lebens-Beschreibung,,Iran;Reise;Reise;Osmanisches Reich;Reise;Orient;Geschichte 1614-1626;Reise; Osmanisches Reich; Orient,TravelogueD17 Orient; TravelogueD17 Afrika Asien,48.D.18.(Vol.1) PRUNK,"Die Illustrationen sind 2 gestochene Porträts und 5 Kupferstich-Illustrationen (signiert mit Initialen H. T., das heißt Johann Jakob Thurneysen), ein zusätzlicher illustrierendem Kupfertitel. - Titelblatt in Rot-Schwarz-Druck. - Holzschnitt-Vignetten und Holzschnitt-Initialen im Text ; Haupttext und Registern zweispaltig gedruckt ; Gedruckte Marginalien. - Druckermarke auf dem Titelblatt "," Bibliografischer Nachweis: VD17 39:135562X ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 486 "," Blatt )(3a-)(4b: Widmungsvorrede des Verlegers Johann Hermann Widerhold an die Ratsherren der Städte Zürich, Bern, Luzern, Unterwalden, Zug, Glarus, Basel u.a., Datum Genf 01.04.1674 "," Signaturformel: )(4, )()(4, A-S6, T1, ):(6",,Z159573705,,,
213,AC09628948,990037761810603338,http://data.onb.ac.at/ABO/%2BZ159573808,"Della Valle, Pietro; (DE-588)118679384",Viaggi; (DE-588)1037094795,,"<<Petri Della Valle, Eines vornehmen Römischen Patritii>> Reiß-Beschreibung in unterschiedliche Theile der Welt","2. Theil; Fernerer Verfolg Der Reisen/ Petri Della Valle/ Eines Römischen Patritii, zugenandt Der berühmte Walfahrter. Nebenst einer Außführlichen Beschreibung aller Oerter und Plätze/ durch welche er gezogen: Was für hohes Ansehen er sich an dem Persischen Hoff erworben; Jngleichen/ was er den Christen/ und seiner Gemahlin Maani Blutsfreunden zum besten/ an demselben verhandlet ; Sampt dem Prächtigen Einzug des Spanischen/ Moscowitischen/ Türckischen/ Jndianischen/ und des Groß=Moghols Gesandten zu Cazuin, und Ardebil",,Genff,Genf; (DE-588)4020137-6,Genf; (DE-588)4020137-5,Jn Verlegung Johann=Herman Widerholds,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,1674,"4 ungezählte Seiten, 236 Seiten, 12 ungezählte Seiten, 7 ungezählte Blätter Bildtafeln",7 Illustrationen,2°,ger,ita,Aus dem Italienischen übersetzt,VD17 39:135565V,,,,,,"Thurneysen, Johann Jakob; (DE-588)134106997",,,Reisebericht,,,,Iran;Reise;Reise;Osmanisches Reich;Reise;Orient;Geschichte 1614-1626;Reise; Iran; Orient,TravelogueD17 Orient; TravelogueD17 Asien,48.D.18.(Vol.2) PRUNK,"Die Illustrationen sind 7 Kupferstich-Illustrationen (signiert mit Initialen H. T., das heißt Johann Jakob Thurneysen). - Druckermarke (Holzschnitt) auf dem Titelblatt. - Holzschnitt-Vignetten und Initialen im Text ; Haupttext und Register zweispaltig gedruckt ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 39:135565V ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 486 ", Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Genff/ Jn Verlegung Johann=Herman Widerholds/ Jm Jahr M. DC. LXXIV. ," Signaturformel: [2], A-T6, U4, ):(6",,Z159573808,,,
214,AC09628949,990037761840603338,http://data.onb.ac.at/ABO/%2BZ159573900,"Della Valle, Pietro; (DE-588)118679384",Viaggi; (DE-588)1037094796,,"<<Petri Della Valle,>> Reiß-Beschreibung in die Orientalische Länder","3. Theil; Jn sich begreiffend Den prächtigen Zug deß Königs in Persien in seine Haupt= und Residenz=Statt Hisphahan, und die Adientz, so er unterschiedlichen hohen Gesandten daselbst gegeben/ sampt jhren mitgebrachten kostbahren Presenten. Jngliechen den Ursprung derer zwischen den Türcken und Persianeren entstandenen Streitigkeiten/ und darauff erfolgten offentlichen Kriegs: Jtem den Zustand der Georgianischen Fürsten/ und jhre wider einander geführte Kriege/ die ein Ursach jhres Untergangs sind: Wie auch eine Beschreibung unterschiedlicher Ceremonien der Orientalischen Christen/ und der Alten Statt Persepolis; Benebenst Vielen Politischen/ Moralischen und Astronomischen Anmerckungen/ über verschiedene Anmerckens=würdige Dinge",,Genff,Genf; (DE-588)4020137-7,Genf; (DE-588)4020137-5,Jn Verlegung Johann=Herman Widerholds,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,1674,"4 ungezählte Seiten, 244 Seiten, 20 ungezählte Seiten, 5 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Bildtafel",6 Illustrationen,2°,ger,ita,Aus dem Französischen übersetzt,VD17 39:135569A,,,,,,"Thurneysen, Johann Jakob; (DE-588)134106997",,,Reisebericht,,,,Iran;Reise;Reise;Osmanisches Reich;Reise;Orient;Geschichte 1614-1626;Reise; Iran; Orient,TravelogueD17 Asien; TravelogueD17 Orient,48.D.18.(Vol.3) PRUNK,"Die Illustrationen sind 6 Kupferstich-Illustrationen (signiert mit Initialen T. H., das heißt Johann Jakob Thurneysen). - Druckermarke (Holzschnitt) auf dem Titelblatt. - Holzschnitt-Vignetten und Initialen im Text ; Text zweispaltig gedruckt ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 39:135569A ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 486 ", Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Genff/ Jn Verlegung Johann=Herman Widerholds/ Jm Jahr M. DC. LXXIV. ," Signaturformel: [2], A-X6, )(6, )()(1",,Z159573900,,,
215,AC09628950,990037761860603338,http://data.onb.ac.at/ABO/%2BZ15957400X,"Della Valle, Pietro; (DE-588)118679384",Viaggi; (DE-588)1037094797,,"<<Petri Della Valle,>> Reiß-Beschreibung in die Orientalische Länder","Vierter Theil; Jn sich haltend Eine Beschreibung der anmercklichsten Städte/ und Oerter in Jndien/ und denen Höfen jhre Fürsten/ an welchen er sich eine zeitlang auffgehalten/ und was an denselben denckwürdiges zu sehen/ nebenst vielen anderen raren und ungemeinen Umbständen und Begebenheiten. Und endlich Seine Ruck=Reise durch das wüste Arabien/ Cypern/ Sicilien/ Corsica und Maltha/ und glückliche Widerkunfft nach Rom: Nebenst Der Leich=Begängnuß der Sitti Maani, seiner Gemahlin/ die er in dem Capitolio daselbst zur Erden bestatten lassen",,Genff,Genf; (DE-588)4020137-8,Genf; (DE-588)4020137-5,Jn Verlegung Johann=Herman Widerholds,"Widerhold, Johann Hermann; (DE-588)12441995X","Widerhold, Johann Hermann; (DE-588)12441995X",1674,1674,"6 ungezählte Seiten, 231 Seiten, 12 ungezählte Seiten, 8 ungezählte Blätter Bildtafeln",8 Illustrationen,2°,ger,ita,Aus dem Italienischen übersetzt,VD17 39:135571W,,,,,,"Thurneysen, Johann Jakob; (DE-588)134106997",,,Reisebericht,,,,Iran;Reise;Reise;Osmanisches Reich;Reise;Orient;Geschichte 1614-1626;Reise; Indien; Mittelmeer,TravelogueD17 Asien Europa; TravelogueD17 Orient,48.D.18.(Vol.4) PRUNK,"8 Kupferstich-Illustrationen (signiert mit Initialen H. T., das heißt Johann Jakob Thurneysen) - Druckermarke (Holzschn.) auf dem Titelblatt - Holzschnitt-Vignetten und Initialen im Text ; Haupttext zweispaltig gedruckt ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 39:135571W ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas, S. 486 "," Am Ende 1 ungezähltes Blatt Blatt ""Bericht an den Buchbinder"" (Buchbinderanweisung). - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Genff/ Jn Verlegung Johann=Herman Widerholds/ Jm Jahr M. DC. LXXIV. "," Signaturformel: )(3, A-T6, V, [1]. - V5 als T5 signiert.",,Z15957400X,,,
132,AC09805802,990029609770603338,http://data.onb.ac.at/ABO/%2BZ175847409,"Dellon, Charles; (DE-588)104198249",Relation de l'inquisition de Goa; (DE-588)4520588-7,,"<<Die>> Niemals erhörte Tyranney und Grausamkeit Der Portugiesischen Inquisition,; Oder Des Geistlichen Richter=Stuels/ Jn der Ost=Jndianischen Haupt=Statt Goa; Nunmehro erstesmal entdecket durch einen allda lange Zeit gefangen gesessenen und heftig gemarterten Römisch=Catholischen Franzosen. Aus dem Frantzösischen in das Teutsche übersetzet/ Und mit schönen Kupffern ausgezieret; [Charles Dellon]",,,[Ohne Ort],,,,,,1698,1698,"8 ungezählte Seiten, 182 Seiten, 3 ungezählte Blätter Bildtafeln, 3 ungezählte gefaltete Blätter Bildtafeln",,8°,ger,fre,Aus dem Französischen übersetzt,VD17 12:624224Y,,,,,,,,,,,,,Goa; Inquisition; Geschichte 1674 circa; Indien,TravelogueD17 Asien,*38.Aa.97 PRUNK,Die Illustrationen sind 6 Kupferstichillustrationen. - Holzschnitt-Initialen und Zierleisten ; Holzschnitt-Vignette am Ende ; Titelblatt in Rot- und Schwarzdruck ," Bibliografischer Nachweis: VD17 12:624224Y ; Holzmann-Bohatta, 6141. - Anonym erschienen, Verfasser bibliografisch ermittelt nach Holzmann-Bohatta, VD17. ", Blatt )()(2a-b: Vorrede ," Signaturformel: )()(4, A-L8, M4 ; M4 ist unbedruckt",,Z175847409,,,
134,AC09818239,990029737030603338,,"Dominis, Marco Antonio <<de>>; (DE-588)119085151",,,"Warhaffte vnd gründliche Relation, Oder Bericht vnd Anzeig der Vrsachen/ vmb welcher willen Herr Marcus Antonius de Dominis, Ertz Bischoff zu Spalato Angedeut sein Ertz Bisthumb freywillig zuverlassen/ vnd sich in verwichenem Herbst nechstabgeloffenen 1616. Jahrs auß Italia zubegeben/ bewogen worden.; Auß dem gedruckten Lateinischen Exemplar ins Hoch Teutsch vbergesetzt/ vnd Nachgetruckt. Sampt einer kutzen Vorrede an den Gottliebenden Leser",,,[Ohne Ort],,,,,,1617,1617,"37 Seiten, 1 ungezählte Seite",,4°,ger,lat,Aus dem Lateinischen übersetzt,VD17 23:324495F,,,,,,,,,,,,,Auswanderer; Jesuiten; Italienisch; Geschichte 1616; London; Konversion; London; Einwanderer; Jesuiten; Italienisch; Streitschrift,,20.T.179 PRUNK,"Kein illustrierender Inhalt. - Holzschnitt-Vignette auf dem Titelblatt, Zierleiste auf Seite 3 und 7 und Initialen im Text ", Bibliografischer Nachweis: VD17 23:324495F , Blatt A2a-A3b: Vorrede an die Leser , Signaturformel: A-E4 ; Blatt E4 ist unbedruckt,,,,,
135,AC09832396,990029882110603338,http://data.onb.ac.at/ABO/%2BZ105518505,"Eggs, Ignatius; (DE-588)120265702",Neue Jerosolymitanische Pilger-Fahrt,,"Neue Jerosolymitanische Pilger=Fahrt/ Oder Kurtze Beschreibung Desz gelobten Heiligen Lands/; von Christo Jesu unserm Erlöser und Seeligmacher betretten und geheiliget, etc. Durch P. F. Ignatium von Rheinfelden/ deß Mindern Ordens S. P. Francisci, Capuccinern/ Predigern/ durchwandelt und beschrieben. Mit unterschiedlichen Kupfferstücken und Holtzschnitten geziert/ und wieder in Truck gegeben. Sampt Angehencktem Summarischem Bericht/ von deß Franciscaner Ordens Provintzien/ Custodien und Personen. Jnsodernheit aber Von unterschiedlichen Missionen oder Sendungen deren Capuccinern/ zu Erweiterung deß Christlichen Glaubens in und ausser Europa, wie auch in Asia, Afrika, &c.",,,Würtzburg,Würzburg; (DE-588)4067037-5,Würzburg; (DE-588)4067037-5,Gedruckt und verlegt von Hiob Hertzen,"Hertz, Johann Jobst; (DE-588)1037498925","Hertz, Johann Jobst; (DE-588)1037498925",1667,1667,"14 ungezählte Seiten, 160 Seiten, 76 Seiten, 4 ungezählte Seiten, 98 Seiten, 4 ungezählte Seiten,  1 ungezähltes Blatt, 1 ungezähltes Blatt Bildtafel, 6 gefaltete Blätter Bildtafeln","24 Illustrationen, 2 Karten",4°,ger,,,VD17 39:131445K,,,,"Eggs, Wibert;Eggs, Leopold;Adam, F.",,"Küsel, Mathäus; (DE-588)120105659",,"Kübler, Otto; (DE-588)1073652815",Reisebericht,,,,Palästina; Wallfahrt; Geschichte 1656-1657; Jerusalem,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,43.J.80 PRUNK,"Die Illustrationen sind eine Kupferstich-Illustration mit Kupfertitel als Frontispiz (gestochen von Matth. Küsel), 2 Kupferstich-Karten, 17 Holzschnitt-Illustrationen und 6 Holzschnitt-Pläne. - Holzschnitt-Vignetten, Initialen und Zierleisten im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 39:131445K ; Tobler, Bibliographia geographica Palaestinae, S. 106 "," Blatt )(3a-4b: Widmungsvorrede des Verfassers (gezeichnet als F: Ignatius Rhelofeldensis) an Otto Kübler, Abt des Stiftes St. Blasien. - Blatt )()(1a-b: Vorrede an die Leser. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt mit Privileg: Cvm Licentia Svperiorvm. Würtzburg/ Gedruckt und verlegt von Hiob Hertzen. Jm Jahr Christi 1667. "," Signaturformel: )(4, )()(4, A-T4, Aa-Kk4, ):(4, A-M4, N2",,Z105518505,,,
204,AC10471189,990036404530603338,http://data.onb.ac.at/ABO/%2BZ164646202,"Eggs, Ignatius; (DE-588)120265702",Neue Jerosolymitanische Pilger-Fahrt,,"Neue Jerosolymitanische Pilger=Fahrt/ Das ist: Kurtze/ doch wahrhafft= und denck=würdige Beschreibung Deß Gelobten Heiligen Lands/; Von Jesu Christo Unserm Erlöser und Seeligmacher betretten und geheiliget. Darinnen vil schöne Antiqutäten/ verwunderlich= auch denckwürdige Begebenheiten enthalten / und dem Christ=liebend= als auch curiosen Leser zur anmuthig= und nutzlichen Zeit=Vertreibung sehr dienstlich an Tag gegeben/ und durchwandlet von P. F. Ignatio von Rheinfelden/ Deß Mindern Ordens S. P. Francisci Capucinern Jubilato und Predigern / etc. Mit underschidlichen hierzu dienlichen Kupffer und Figuren/ nicht weniger 2. sehr wohl=eingerichten Registern versehen. Denen noch beygefügt ein Sum[m]arischer Bericht von deß Franciscaner=OrdensProvinzien/ Custodien/ und Personen/ sonderlich aber von underschidlichen Missionen oder Sendungen der Capucinern zu Bekehrung der Unglaubigen/ und Erweiterung deß Christlichen Glaubens/ nit nur in= und ausser Europa, sondern auch Asia, Affrica, &c. Zu Beförderung dessen seynd hierinnen beygedruckter zu finden 2. Copien oder Befelchs=Schreiben deß Gross=Türckischen Käysers/ welche der Seraphischen Religion bemelter Patrum verlihen/ daß sie mögen unverhindert den Christlichen Glauben außbreiten. Superiorum Permissu",,,Augspurg,Augsburg; (DE-588)4003614-5,Augsburg; (DE-588)4003614-5,Gedruckt bey Maria Magdalena Utzschneiderin,"Utzschneider, Maria Magdalena; (DE-588)1037532546","Utzschneider, Maria Magdalena; (DE-588)1037532546",1699,1699,"16 ungezählte Seiten, 368 Seiten, 6 ungezählte Seiten, 10 ungezählte teilweise gefaltete Blätter Bildtafeln","23 Illustrationen,  1 Karte",4°,ger,,,VD17 23:292536L,,,,"Borro, Alessandro <<del>>;Eggs, Wibert;Eggs, Leopold;Carafa, Carlo;Adam, F.; (DE-588)1017703620;(DE-588)102053298X",,"Küsel, Mathäus; (DE-588)120105659",,"Roll, Franz Joseph Anton <<von>>",Reisebericht,,,,Palästina; Reise; Geschichte 1656-1657; Jerusalem; Reisebericht,TravelogueD17 Asien Europa; TravelogueD17 Orient,255403-B MAG,"Die Illustrationen umfassen 1 illustrierenden Kupfertitel als Frontispiz (signiert Matth. Küsell sculp.), 1 Kupferstich-Wappen, 2 Kupferstichillustrationen, 1 gestochene Karten, 12 Holzschnittillustrationen, 8 Holzschnitt-Pläne. - Holzschnitt-Vignetten und Initialen ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 23:292536L ; Tobler, Bibliographia geographica Palaestinae, S. 106 "," Blatt A2a-B2b: Widmungsvorrede des Verfassers an Franz Joseph Anton von Roll. - Blatt B3a-b: Vorrede an den Leser. - Lobgedichte an den Verfasser von F. Adam, Wibert Eggs, Leopold Eggs in lateinischer Sprache. - Approbationen (Zensur) von Frater Generosus Ruremondensis, Frater Anton Bremgartensis,  F. Marcus Antonius Minister Generalis (Datum 08.11.1663), Philipp Freyhammer (Datum 14.01.1664) und Carolo Carafa (Datum 08.11.1655) in lateinischer Sprache. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Augspurg/ Gedruckt bey Maria Magdalena Utzschneiderin/ auf U. L. Frauen Thor/ Jm Jahr 1699. "," Signaturformel: [4], B-Z4, Aa-Zz4, Aaa-Ccc4, Ddd1",,Z164646202,,,
97,AC03424711,990005078940603338,http://data.onb.ac.at/ABO/%2BZ45456903,"Eißling, Christoph; (DE-588)128983159",Breviarium Itineris Italiae,,Breviarium Jtineris  Jtaliæ  oder kurtzverfaster Jtaliänischer Wegweiser; Darinnen Gleich als auf einen Schauplatz/ vornemlich der Weg von Meilen zu Meilen/ wie auch die vornehmsten Städte/ Palatia/ Antiquitäten/ Kunst=Stücke/ Zeughäuser/ Rüstungen und andere denck= und merckwürdige Sachen repræsentiret werden. So wol für diejenigen so allbereit dieser Orten gewesen/ als/ die noch dahin zu reisen/ gedencken/ nöthig/ nützlich und lustig zu lesen; Durch Christoph Eißlingen/ von Nördlingen,,,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,Truckts Wolff-Eherhard [!] Felßecker;verlegts Johann Kramer,"Kramer, Johann; (DE-588)129077682","Felsecker, Wolfgang Eberhard; (DE-588)104318295",1664,1664,55 Seiten,,4°,ger,,,VD17 23:246659K,,,,,,,,,Reisebericht,,,,Italien; Geschichte 1657; Reise; Itinerar,TravelogueD17 Europa,363862-B MAG,"Kein illustrierender Inhalt. - Holzschnitt-Vignette am Ende (S. 55), Zierleisten im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: Stuck I, 445 ; Bibliografie Reiseliteratur Eutin ", Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Nürnberg/ Truckts Wolff=Eherhard Felßecker/ verlegts Johann Kramer. Anno M.DC. LXIV. , Signaturformel: A-G4 ; Fehler in der Paginierung: S. 38 als 36 paginiert,,Z45456903,,,
107,AC07789632,990016809600603338,http://data.onb.ac.at/ABO/%2BZ103558706,"Eyl, Christoph Abraham <<von>>; (DE-588)128835400",,,Parisische Conferentzen Darinnen Vorgetragen wird eine Historische nach dem Alphabet eingerichtete Namen=Tafel/ Uber alle Provintzien/ Städte/ Vestungen und Oerter der vereinigten Niederlande/ zu jetzigem zwischen der Cron Franckreich und denen Staaden derselben Niederlande angefangnen Kriege sehr dienlich; Geschrieben durch Christoph Abraham von Eyl,,,[Nürnberg],Sulzbach a. Main; (DE-588)4058577-3,Nürnberg; (DE-588)4042742-0,Zu finden bey Iohann Hoffmann Kunsth:,"Hoffmann, Johann; (DE-588)124577466","Lichtenthaler, Abraham; (DE-588)121969061",1672,1672,"2 ungezählte Seiten, 388, das heißt 378 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,12°,ger,,,VD17 23:311997G,,,,,,,,,,,,,Niederlande; Geografie; Wörterbuch; Niederlande; Stadt; Führer; Amsterdam; Sehenswürdigkeit; Führer,TravelogueD17 Europa,BE.6.R.66 PRUNK,Die Illustration ist eine  illustrierender Kupfertitel als Frontispiz. - Holzschnitt-Zierleisten und Initialen im Text , Bibliografischer Nachweis: VD17 23:311997G , Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Sultzbach/ Gedruckt bey Abraham Lichtenthaler. Jm Jahr 1672. , Signaturformel: A-Q12,,Z103558706,,,
76,AC15338322,9958547480503338,http://data.onb.ac.at/ABO/%2BZ164724109,Ferdinand Albrecht; (DE-588)11883732X,,,Wunderliche Begebnüssen und wunderlicher Zustand Jn dieser wunderlichen verkehrten Welt; Meistentheils auß eigener Efahrung und dann gottseliger/ verständiger/ erfahrner Leute Schrifften Wunderlich heraußgesucht,1. Theil; Begreiffend des Wunderlichen Lebens= und Reisen=beschreibungen,,Auff den Fürstl. Residentz Schloß Bevern,Schloss Bevern; (DE-588)4456789-3,Schloss Bevern; (DE-588)4456789-3,Druckts Johann Heitmüller,"Heitmüller, Johann; (DE-588)130630276","Heitmüller, Johann; (DE-588)130630276",1678,1678,"16 ungezählte Seiten, 292 Seiten, 70 ungezählte Seiten, 2 ungezähltes Blatt Bildtafeln",2 Illustrationen,4°,ger,,,VD17 23:232741B,,,,"Dilherr, Johann Michael;Saubert, Johann;Baldovius, Samuel;Passer, Justus Eberhard;Arnschwanger, Johann Christoph;Kipping, Heinrich;Scherertz, Friedrich; (DE-588)118525697;(DE-588)104142197;(DE-588)117765430;(DE-588)121837475;(DE-588)119512297;(DE-588)122898524;(DE-588)121591018",,"Sandrart, Johann Jakob <<von>>; (DE-588)115749438",,,Biografie; Reisebericht,,,,Fruchtbringende Gesellschaft;Gesellschaftsschrift;Reise;Deutschland;Frankreich;Schweiz;Reise;Italien;Geschichte 1662-1663;Reise,TravelogueD17 Europa,1283-B.1 MAG,Die Illustrationen sind 1 Kupferstich-Illustration als Frontispiz und 1 Kupferstich-Porträt (gestochen von J. J. von Sandrart) ," Bibliografischer Nachweis: VD17 23:232741B ; Bibliografie Reiseliteratur Eutin ; Stuck I, 493 "," Beiträge von Ludwig Landgraf zu Hessen-Darmstadt, Johann Michael Dilherrus (Datum 12.09.1662), Johannes Saubertus, Samuel Baldovius, Johann Christoph Arnschwanger, Henricus Kipping, Justus Eberhardus Passer, Fridrich Sigmund Scherertz in deutscher und lateinischer Sprache. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Auff den Fürstl. Residentz Schloß Bevern/ Druckts Johann Heitmüller Jm Jahr 1678.",,,Z164724109,,,
