ko,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur
AC09770691,990029249870603338,http://data.onb.ac.at/ABO/%2BZ207231801,"Chandler, Richard ; (DE-588)117651214",Travels in Asia Minor; 1775,,"Reisen in Klein Asien; unternommen auf Kosten der Gesellschaft der Dilettanti; und beschrieben von Richard Chandler, Doktor der Gottesgelahrtheit, Mitglied des Magdalenenkollegium zu Oxford und der Gesellschaft der Alterthümer zu London",,,Leipzig,Leipzig; (DE-588)4035206-7,,bey Weidmanns Erben und Reich,Weidmanns Erben und Reich; (DE-588)6146596-3,,1776,1776,"XX, 396 Seiten, 1 ungezählte gefaltetes Blatt Karte",1 Karte,,1 ,8°,"Die Illustration ist 1 Kupferstich-Karte (""Charte des Aegaeischen Meeres oder des Archipelagus"", kartographiert von Thomas Kitchin)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0238 ; Engelmann 147 ; Stuck I, 293 ; Chatzipanagioti-Sangmeister, 0181. - Übersetzer ermittelt nach Chatzipanagioti-Sangmeister. -  Der zweite Teil ist erschienen unter dem Titel: Reisen in Griechenland. Leipzig, Boie, 1777","Seite III-IV: Widmungsvorrede des Verfassers an die Gesellschaft der Dilettanti. - Seite V-XII: Vorrede des Verfassers, Datum Oxford 1764",,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,Reisebericht,,,Forschungsreise; Anatolien; Griechenland; Geschichte 1764-1766,TravelogueD18 Asien; TravelogueD18 Orient,,209014-B; MAG
AC09822132,990029776720603338,"http://data.onb.ac.at/ABO/%2BZ183529603;
http://data.onb.ac.at/ABO/%2BZ122902902","Driesch, Gerhard Cornelius <<von den>> ; (DE-588)17204829X","Historia magnæ legationis Cæsareæ, quam Caroli VI. auspiciis Augustum imperantis post biennalis belli confectionem suscepit; 1721",,"Historische Nachricht von der Röm. Kayserl. Groß=Botschafft nach Constantinopel,; welche auf allergnädigsten Befehl Sr. Röm. Kayserlichen und Catholischen Majestät Carl des Sechsten/ nach glücklich vollendeten zweyjährigen Krieg, Der Hoch= und Wohlgebohrne des H. R. ReichsGraf Damian Hugo von Virmondt/ rühmlichst verrichtet. Worinnen ganz besondere Nachrichten von der Türken Policey, Religion, Griechischen Antiquitäten und andern merkwürdigen anderswo vergeblich gesuchten Sachen/ zu finden; dabey vieles mit den accuresten Kupfern erläutert ist; Auggesetzt von Gerard Cornelius von den Driesch/ Sr. Excellenz Secretair und Historiographus",,,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,zu finden bey Peter Conrad Monath,"Monath, Peter Konrad; (DE-588)117125644","Monath, Peter Konrad; (DE-588)117125644",1723,1723,"16 ungezählte Seiten, 494 Seiten, 38 ungezählte Seiten, 12 ungezählte teilweise gefaltete Blätter",12 Illustrationen,12 ,,4°,"Die Illustrationen sind 1 Kupferstich-Illustration mit Motto als Frontispiz (gezeichnet von P. Decker, gestochen von Johann Adam Delsenbach) ; 7 Kupferstich-Porträts (Porträt des Franz Eugen von Savoyen-Carignan, gestochen von Georg Daniel Heumann ; Kupferstich-Porträt der Elisabeth Christina von Österreich, gestochen von Andreas Nunzer), 4 Kupferstich-Illustrationen. - Holzschnitt-Vignetten im Text ; Initialen ; Gedruckte Marginalien","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0291 ; Stuck I, 427 ; Weber I, 484 ; Bibliografie Reiseliteratur Eutin. - Gemäß Chatzipanagioti-Sangmeister wurde die Übersetzung von Driesch selbst angefertigt und weicht von der Ausgabe Augsburg, 1722 ab.",Blatt )(3a-)(4b: Widmungsvorrede des Verfassers an Maria Elisabeth von Burscheid. - Blatt )()(1a-)()()(2b: Vorrede an die Leser,,ger,lat,Aus dem Lateinischen übersetzt,,,,,"Virmondt, Damian Hugo <<von>>; (DE-588)102205337",,"Delsenbach, Johann Adam; (DE-588)118679422 .- Heumann, Georg Daniel; (DE-588)118824759 .- Nunzer, Andreas; (DE-588)127881506","Driesch, Gerhard Cornelius <<von den>>; (DE-588)17204829X","Burscheid, Maria Elisabeth von",Reisebericht,,,"Gesandtschaft; Virmondt, Damian Hugo Graf von; Konstantinopel; Geschichte 1719-1720; Konstantinopel; Gesandtschaftsbericht; Virmondt, Damian Hugo Graf von",TravelogueD18 Europa Asien; TravelogueD18 Orient,,BE.3.M.31; PRUNK .- 264707-B; MAG
AC09849188,990030054000603338,http://data.onb.ac.at/ABO/%2BZ166813705,"Fabrice, Friedrich Ernst <<von>> ; (DE-588)100345115",,,"Zuverläßige Geschichte Carl des Zwölften Königs in Schweden, während seines Aufenthaltes in der Türkey,; aus noch ungedruckten französischen Staatsbriefen des Hrn. Friedrich Ernst von Fabrice, damal. Gesandten Sr. Durchl. des Herzogs und Aministr. von Hollst. und Bisch. zu Lübeck, bey dem Könige zu Bendern. Mit vielen geheimen Nachrichten zur Erläuterung der Historie und des Characters des schwed. Monarchen",,,Hamburg und Leipzig,Hamburg; (DE-588)4023118-5 .- Leipzig; (DE-588)4035206-7,,bey G. C. Grund's Witwe und A. H. Holle,"Grund, Sophia Wendelina; (DE-588)1037496221; Holle, Adam Heinrich; (DE-588)1037496191","Grund, Sophia Wendelina; (DE-588)1037496221 .- Holle, Adam Heinrich; (DE-588)1037496191",1759,1759,"8 ungezählte Seiten, 430 Seiten",1 Illustration,1 ,,8°,Die Illustration ist 1 illustrierender Titelkupfer. - Holzschnitt-Vignetten im Text ; Fußnoten,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0322","Blatt *2a-*4b: Vorrede. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Hamburg und Leipzig, bey G. C. Grunds Witwe und A. H. Holle, 1759.","Signaturformel: *4, A-Z8, Aa-Dd8, Ee4 ; Ee4 ist unbedruckt",ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,,,,Karl; Osmanisches Reich; Geschichte 1710-1714,TravelogueD18 Asien; TravelogueD18 Orient,,62.X.60; PRUNK
AC09856592,990030129690603338,,"Ferrières-Sauveboeuf, Louis François <<de>> ; (DE-588)119455625","Mémoires historiques, politiques et géographiques des voyages du comte de Ferrières-Sauveboeuf, faits en Turquie, en Perse et en Arabie; 1790",,"<<Des Grafen von Ferrieres Sauveboeuf>> Reisen durch die Türkei, Persien und Arabien in den Jahren 1782 bis 1789; aus dem Französischen übersetzt",,,Leipzig,Leipzig; (DE-588)4035206-7,Leipzig; (DE-588)4035206-7,bey Siegfried Leberecht Crusius,"Crusius, Siegfried Leberecht; (DE-588)11675026X","Crusius, Siegfried Leberecht; (DE-588)11675026X",1790,1790,2 Bände,,,,8°,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0341 ; Bibliografie Reiseliteratur Eutin",,,,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht,,,Reise; Naher Osten; Arabien; Geschichte 1782-1789; Osmanisches Reich; Orient,TravelogueD18 Asien; TravelogueD18 Orient,,
AC09868432,990030250340603338,,"Forster, George ; (DE-588)121241033","Journey from Bengal to England through the Northern part of India, Kashmire, Afghanistan, and Persia and into Russia, by the Caspian sea; 1790",,"Reise aus Bengalen nach England; durch die nördlichen Theile von Hindostand, durch Kaschemir, Afghanistan, Persien und Rußland; Von Georg Forster, vormals in Civil=Diensten der Englischen Ostindischen Compagnie. Aus dem Englischen übersezt, und mit Anmerkungen begleitet von C. Meiners, Königl. Großbritannischem Hofrath, und ordentlichem Lehrer der Weltweisheit in Göttingen",,,Zürich,Zürich; (DE-588)4068038-1,Zürich; (DE-588)4068038-1,"bey Orell, Füßli  und Compagnie",Orell Füssli & Co.; (DE-588)10193677-1,Orell Füssli & Co.; (DE-588)10193677-1,1796-1800,1796,2 Bände,,,,8°,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Mehrteilige Monografie erschienen zwischen 1796-1800,,,,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,Briefsammlung; Reisebericht,,,England; Reise; Iran; Russland; Geschichte 1782-1783; Indien; Kaschmir,TravelogueD18 Asien; TravelogueD18 Orient,,
AC09871997,990030286900603338,http://data.onb.ac.at/ABO/%2BZ16639230X,"Francklin, William ; (DE-588)129528846","Observations made on a tour from Bengal to Persia, in the years 1786-7; (DE-588)1141622165",,"<<William Franklin's>> Bemerkungen auf einer Reise von Bengalen nach Persien, in den Jahren 1786 und 1787; Mit einer kurzen Geschichte von Persien, seit dem Jahre 1747; Aus dem Englischen übersetzt, mit Anmerkungen von Johann Reinhold Forster, Professor der Naturgeschichte und Mineralogie zu Halle",,,Berlin,Berlin; (DE-588)4005728-8,Berlin; (DE-588)4005728-8,bei Christian Friedrich Voß und Sohn,Christian Friedrich Voss und Sohn; (DE-588)6146570-7,Christian Friedrich Voss und Sohn; (DE-588)6146570-7,1790,1790,150 Seiten,,,,8°,Kein illustrierender Inhalt. - Fußnoten,Bibliografischer Nachweis: VD18 14925451,Seite 3-4: Vorbericht,,ger,eng,Aus dem Englischen übersetzt,VD18 14925451,,,"Forster, Johann Reinhold; (DE-588)118534432",,,,,,Reisebericht,,,Forschungsreise; Iran; Bengalen; Geschichte 1786-1787; Reisebericht,TravelogueD18 Asien; TravelogueD18 Orient,,75.O.60; PRUNK
AC09937919,990030961250603338,http://data.onb.ac.at/ABO/%2BZ156314701,"Hasselquist, Fredrik ; (DE-588)117503355","Iter palaestinum eller Resa til Heliga Landet, förrättad ifrån år 1749 till 1752; 1757; http://viaf.org/viaf/259145067329266630596",,"<<D. Friedrich Hasselquists Der Akademien der Wissenschaften zu Stockholm und Upsala Mitglieds,>> Reise nach Palästina in den Jahren 1749 bis 1752; Auf Befehl Ihro Majestät der Königinn von Schweden herausgegeben von Carl Linnäus. Aus dem Schwedischen",,,Leipzig,Leipzig; (DE-588)4035206-7 .- Rostock; (DE-588)4050610-1,Leipzig; (DE-588)4035206-7,gedruckt bey Joh. Gottl. Immanuel Breitkopf; verlegts Johann Christian Koppe,"Koppe, Johann Christian; (DE-588)1019285591","Breitkopf, Johann Gottlob Immanuel; (DE-588)118809873",1761,1762,"18 ungezählte Seiten, 606 Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten im Text ; Initialen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 152 ; Stuck I, 643 ; Tobler, Bibliographia geographica Palaestinae, S. 130 ; Chatzipanagioti-Sangmeister, 0403. - Der erste Teil enthält einen Reisebericht in Form von 14 Briefen, Datum bis 11.1751","Ungezählte Seite 5-8: Widmungsvorrede von Thomas Heinrich Gadebusch an die Schwedische Königin Luisa Ulrica, Datum Greifswald 15.08.1761. - Ungezählte Seite 9-18: Vorrede des Herausgebers Carl von Linné",,ger,swe,Aus dem Schwedischen übersetzt,,,"Linné, Carl <<von>>; (DE-588)118573349","Gadebusch, Thomas Heinrich; (DE-588)100136605","Gadebusch, Thomas Heinrich; (DE-588)100136605",,,"Gadebusch, Thomas Heinrich; (DE-588)100136605",,Reisebericht,,,Reise; Naher Osten; Palästina; Geschichte 1749-1751; Jerusalem; Zypern; Orient; Osmanisches Reich,TravelogueD18 Europa Asien; TravelogueD18 Orient,,48.X.2; PRUNK
AC10016425,990031762830603338,http://data.onb.ac.at/ABO/%2BZ159589609,"Kleemann, Nikolaus Ernst ; (DE-588)109024813X",Reisen von Wien über Belgrad bis Kilianowa,,"<<Nikolaus Ernst Kleemanns>> Reisen von Wien über Belgrad bis Kilianowa, durch die Butschiak=Tartarey über Cavschan, Bender, durch die Nogen=Tartarey in die Crimm, dann von Kassa nach Konstantinopel, nach Smirna und durch den Archipelagum nach Triest und Wien, in den Jahren 1768, 1769, und 1770; Nebst einem Anhange von den besondern Merkwürdigkeiten der Crimmischen Tartarey. Mit vielen Kupfern",,Zweyte und vermehrte Auflage,Leipzig,Leipzig; (DE-588)4035206-7,Leipzig; (DE-588)4035206-7,Verlegts Johann Paul Krauß,"Krauß, Johann Paul; (DE-588)103749556X","Krauß, Johann Paul; (DE-588)103749556X",1773,1773,"8 ungezählte Seiten, 280 Seiten, 9 ungezählte gefaltete Blätter Bildtafeln",9 Illustrationen,9 ,,8°,Die Illustrationen umfassen 9 Kupferstichillustrationen (teilweise signiert von I. C. Berndt) - Holzschnitt-Vignetten ; Tabellen ; Fußnoten,"Bibliografischer Nachweis: VD18 10541721 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0488 ; Stuck I, 753 ; Weber I, 561",Ungezählte Seite 3-6: Vorrede,,ger,,,VD18 10541721,,,,,,"Berndt, Johann Christoph; (DE-588)129100609",,,Briefsammlung; Reisebericht,,,Krim; Reise; Geschichte 1768-1770,TravelogueD18 Europa Asien; TravelogueD18 Orient,,MF 7205; MIK .- 48.Z.58; PRUNK
AC10059426,990032200830603338,,"Ferriol, Charles <<de>> ; (DE-588)123458595",Recueil de cent estampes représentant différentes nations du Levant,,"Wahre Abbildung des Türkischen Hofes; nach denen Gemälden welche Herr von Ferriol Kön. Franz. Ambassateur in Constantinopel, durch den geschickten Niederländischen Maler van Mour nach der Natur hat malen und in vielen Kupferplatten hat stechen lassen; Aus dem Franz. übersezt",,,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,bey Christ. Weigel und Adam Gottlieb Schneider,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung; (DE-588)5311115-1,,1788,1788,"12 ungezählte Seiten, 136 Seiten, 77 Blätter Bildtafeln, 3 ungezählte gefaltete Blätter Bildtafeln",80 Illustrationen,80 ,,4°,Die Illustrationen sind 77 kolorierte Kupferstich-Illustrationen und 3 Kupferstich-Illustrationen (gestochen von Christoph Weigel),"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0350 ; Bibliografie Reiseliteratur Eutin. - Zweite deutsche Ausgabe mit geändertem Text","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Nürnberg, bey Christ. Weigel und Adam Gottlieb Schneider, gegen der Kaiserl. Reichs-Post über, 1788.",,ger,fre,Aus dem Französischen übersetzt,,,,,"Le Hay, Jacques; (DE-588)1015384447 .- Vanmour, Jean-Baptiste; (DE-588)128481404","Vanmour, Jean-Baptiste; (DE-588)128481404","Weigel, Christoph; (DE-588)118630067",,,,,,Türkei; Hof,TravelogueD18 Europa Asien; TravelogueD18 Orient,,261629-B; MAG
AC10059429,990032200860603338,,"Ferriol, Charles <<de>> ; (DE-588)123458595",Recueil de cent estampes représentant différentes nations du Levant; 1714-1715,,"Wahreste und neueste Abbildung Des Türckischen Hofes/; welche nach denen Gemählden/ so der Königliche Französische Ambassadeur Monsr. de Ferriol, Zeit seiner Gesandtschafft in Constantinopel im Jahr 1707. und 1708. Durch einen geschickten Mahler nach dem Leben hat verfertigen lassen/ Jn fünff und sechzig Kupffer-Blatten gebracht worden. Nebst einer aus dem Französischen ins Teutsche übersetzten Beschreibung",,,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,zu finden bey Christoph Weigeln; Gedruckt bey Adam Jonathan Felßecker,"Weigel, Christoph; (DE-588)118630067","Felsecker, Adam Jonathan; (DE-588)133027929",,    ,2 Bände,,,,4°,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0348 und 0349 ; Bibliografie Reiseliteratur Eutin",,,,ger,fre,Aus dem Französischen übersetzt,,,,,"Le Hay, Jacques; (DE-588)1015384447 .- Vanmour, Jean-Baptiste; (DE-588)128481404","Vanmour, Jean-Baptiste; (DE-588)128481404","Weigel, Christoph; (DE-588)118630067",,,Reisebericht,,,Hof; Türken; Bild; Osmanisches Reich; Gesandtschaft; Geschichte 1692-1695; Osmanisches Reich; Gesandtschaft; Geschichte 1696-1698,TravelogueD18 Orient; TravelogueD18 Asien,,
AC10122127,990032841560603338,http://data.onb.ac.at/ABO/%2BZ164595905,"Michaelis, Johann David ; (DE-588)118783726",,,"<<Johann David Michaelis, Königl. Großbritannischen und Churfürstl. Braunschweigisch=Lüneburgischen Hofraths, Professors der Philosophie zu Göttingen, und Directors der Societät der Wissenschaften daselbst,>> Fragen an eine Gesellschaft Gelehrter Männer, die auf Befehl Ihro Majestät des Königes von Dänemark nach Arabien reisen",,,Frankfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Johann Gottlieb Garbe,"Garbe, Johann Gottlieb; (DE-588)117701084","Garbe, Johann Gottlieb; (DE-588)117701084",1762,1762,"70 Seiten, 390 Seiten, Seiten 391-397 gefaltete Blätter",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten und Zierleisten im Text ; Tabellen,"Bibliografischer Nachweis: VD18 10538305 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0642",Ungezählte Seite 3-70: Vorrede,,ger,,,VD18 10538305,,,,"Bernstorff, J. H. E. F.",,,,,,,,Arabien; Forschungsreise; Geschichte 1762; Osmanisches Reich; Orient,TravelogueD18 Asien; TravelogueD18 Orient,,48.K.66; PRUNK
AC10148494,990033110610603338,,"Myller, Angelicus Maria ; (DE-588)100225713",Peregrinus in Jerusalem,,"Peregrinus in Jerusalem. Fremdling zu Jerusalem; Oder: Ausführliche Reis=Beschreibungen, Worinen P. Angelicus Maria Myller, Ordens der Diener Unser Lieben Frauen, Böhmischer Provintz, SS. Theologiae Lectore, Definitor Actualis, & in Speciali Religionis Negotio p. t. Commissarius Generalis. Seine Fünff mit GOttes Geleit in Europe/ Asia/ und Africa glücklich zurück gelegte Haupt=Reisen, Nebst allen anbey vorgefallenen Denckwürdigkeiten/ zu Ehr und Lob des Allmögenden Grossen Schöpffers Himmels und der Erden; wie auch zu Lien und Nutzen des Nächsten auffrichtig beschreibet/ und in in Fünff Bücher abgetheilet/ unverhalten an Tag giebt. Alles Mit Chronologico=Historischer Calculation der Länder/ Königreichen/ Jnseln/ Halb=Jnseln/ Haupt=Städten und Städten; nebst deren Urhebern/ Regenten/ Glauben/ und Gebräuchen etc. etc. Zugleich Mit Hydro= und Geographischer Observation aller Reisen zu Wasser und Land genau vorgestellet",,,Alt=Stadt Prag,Prag; (DE-588)4076310-9,Prag; (DE-588)4076310-9,gedruckt bey Mathias Höger/ Ertzbischöffl. Buchdr.,"Höger, Matthias Adam; (DE-588)1037649214","Höger, Matthias Adam; (DE-588)1037649214",1729,1729,,,,,,"Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 125 (Andere Ausgabe). - Jahr der Reise aus Quelle und externer Quelle (Tobler) ermittelt",,,,ger,,,,,,,,,,,,,,,Wallfahrt; Italien; Reise; Malta; Syrien; Jerusalem; Griechenland; Konstantinopel; Geschichte 1725-1727; Ägypten; Osmanisches Reich; Naher Osten,TravelogueD18 Europa Asien Afrika; TravelogueD18 Orient,,107686-B; MAG
AC10148495,990033110630603338,,"Myller, Angelicus Maria ; (DE-588)100225713",Peregrinus in Jerusalem,,"Peregrinus in Jerusalem. Fremdling zu Jerusalem, Oder Ausführliche Reiß=Beschreibungen/; Worinnen P. Angelicus Maria Myller, Ordens der Diener Unser Lieben Frauen, Böhmischer Provinz, etc. etc. Seine fünff Haupt=Reisen/ Die er in Europa, Asia und Africa Vor einigen Jahren gethan Und unter GOttes Schutz glücklich vollendet hat, richtig erzehlet. Nebst anständiger Beschreibung aller dabey vorgefallenen Denkwürdigkeiten, derselben Länder, Königreichen, Jnseln, Halb=Jnseln und Städte, samt deren Urhebern, Regenten, Glauben, Sprachen und Gebräuchen etc. Alles mit vielen und nöthigen Kupffern und etlichen Land=Charten erläutert, auch mit Erlaubnuß der Obern heraus gegeben",,,Wien und Nürnberg,Nürnberg; (DE-588)4042742-0 .- Wien; (DE-588)4066009-6,Nürnberg; (DE-588)4042742-0,bey Peter Conrad Monath,"Monath, Peter Konrad; (DE-588)117125644","Monath, Peter Konrad; (DE-588)117125644",1735,1735,"20 ungezählte Seiten, 964, das heißt 968 Seiten, 18 ungezählte Seiten, 67 teilweise gefaltete Blätter, 2 ungezählte gefaltete Blätter","58 Illustrationen, 12 Karten",58 ,12 ,4°,"Die Illustrationen umfassen 1 gestochenes Frontispiz, 12 gestochene Karten, 47 Kupferstichillustrationen und 10 gestochene Porträts. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten, Zierleisten und Initialen im Text","Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 126 ; Röhricht, Bibliotheca Geographica Palestinae, 1363 ; Chatzipanagioti-Sangmeister, 0753 ; Weber I, 495. - Jahre des Berichtzeitraums aus Quelle und externer Quelle (Tobler) ermittelt","Fehler in der Paginierung: Die Seitenzählung springt von Seite 944 auf 937, von 944 auf 949 [recte 953] ; Der Bogen Dddddd durch Überklebung aus verdrucktem Bogen Cccccc signiert, wobei die Seitenzählung der vier Blätter nicht korrigiert wurde (Fehler im Wechsel der Satzform).",,ger,,,,,,,,,"Hiller, Jan; (DE-588)128911190 .- Fischer, Johann Franz .- Mansfelt, ...",,,Reisebericht,,,Wallfahrt; Jerusalem; Geschichte 1725-1726; Naher Osten; Sizilien; Griechenland; Malta; Ägypten; Syrien; Orient; Osmanisches Reich,TravelogueD18 Asien Europa Afrika; TravelogueD18 Orient,,48.G.9; PRUNK
AC10148579,990033111470603338,http://data.onb.ac.at/ABO/%2BZ17700950X,"Myrike, Hendrik ; (DE-588)1016987684",,,<<Hn. Henrich Myrike/ gewesenen Reformirten Predigers zu Constantinopel/>> Reyse nach Jerusalem und dem Land Canaan/; Ans Licht gegeben und mit vielen Anmerkungen erkläret und auffs neue vermehret/ Auch mit einigen Kupffern gezieret/ Von Johann Henrich Reitz,,,Jtzstein,Idstein; (DE-588)4026493-2,,bey Johann Jacob Beyer,"Haug, Johann Jacob; (DE-588)121011593",,1720,1720,"14 ungezählte Seiten, 156 Seiten, 12 ungezählte Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,1 ,,8°,Die Illustration ist 1 gestochenes Frontispiz. - Titelblatt in Rot- und Schwarzdruck ;  Holzschnitt-Initialen und Vignetten,"Bibliografischer Nachweis: VD18 1047417X ; Tobler, Bibliographia geographica Palaestinae, S. 114. - Jahr der Reise gemäß externer Quelle (Tobler)","Zuschrift des Herausgebers Johann Heinrich Reitz, Datum Wesen 22.07.1713. - Vorrede an den Leser des Herausgebers Johann Heinrich Reitz, Datum Wesen 1719","Signaturformel: ):(7, A-K8, L4",ger,,,VD18 1047417X,,"Reitz, Johan Henrich; (DE-588)11885271X",,,,,,,Reisebericht,,,Jerusalem; Reise; Geschichte 1684; Naher Osten; Palästina; Orient; Osmanisches Reich,TravelogueD18 Orient; TravelogueD18 Asien Europa,,36210-B; MAG
AC10153764,990033164450603338,http://data.onb.ac.at/ABO/%2BZ255430508,"Neitzschitz, Georg Christoph <<von>> ; (DE-588)128457392","Sieben-Jährige und gefährliche WeltBeschauung Durch die vornehmsten Drey Theil der Welt Europa, Asia und Africa",,"<<George Christoph von Neitzschitzens, weiland Erb= und Gerichts=Herrn auf Stöckelberg, Wöhlitz und Zörbitz,>> Merckwürdige Reisen/ So Derselbe durch Europa/ Asien und Africa seiner Zeit gethan,; Dabey nicht nur Die Beschaffenheit derer Länder/ sondern auch viele andere besondere Begebenheiten angemercket werden ; Auf vieler Kenner und Liebhaber wiederholtes Verlangen itzt Mit beygefügten nöthigen Kupffern und vollständigem Register versehen, und aufs neue zum Druck befördert durch Gottfried Vettern, Buchdrucker",,,Magdeburg,Magdeburg; (DE-588)4036934-1,Magdeburg; (DE-588)4036934-1,gedruckt auf eigene Kosten und Verlag,"Vetter, Gottfried; (DE-588)103766051X","Vetter, Gottfried; (DE-588)103766051X",1753,1753,"6 ungezählte Seiten, 320 Seiten, 24 ungezählte Seiten, 11 ungezählte Blätter Bildtafeln, 4 ungezählte gefaltete Blätter Bildtafeln","15  Illustrationen, 1 Karte",,1 ,4°,"Die Illustrationen umfassen ein gestochenes Frontispiz (signiert von J. G. Krügner), 14 Kupferstich- und Holzschnitt-Illustrationen (teilweise signiert von J. G. Krügner) und 1 Kupferstich-Karte. - Holzschnitt-Vignetten ; Titelblatt in Rot- und Schwarzdruck","Bibliografischer Nachweis: VD18 11045264 ; Stagl 2002, 195-201. - Jahre der Reisen nach ADB 23 (1886)","Vorrede an den Leser von Gottfried Vetter, Datum Magdeburg 16.04.1753. - Vorrede an den Leser von Christoph Jäger von Schleuditz, Datum Meissen 01.06.1666","Signaturformel: )(3, A-Z4, Aa-Tt4",ger,,,VD18 11045264,,"Vetter, Gottfried; (DE-588)103766051X",,,,"Krügner, J. G.",,,Reisebericht,,,Reise; Osmanisches Reich; Österreich; Oberitalien; Südosteuropa; Konstantinopel; Geschichte 1630-1631; Reise; Ungarn; Südosteuropa; Konstantinopel; Geschichte 1634; Reise; Oberitalien; Mittelmeerraum; Ägypten; Jerusalem; Palästina; Geschichte 1636-1637; Orient,TravelogueD18 Europa Asien Afrika; TravelogueD18 Orient,,394082-B; MAG
